"","X","address","lon","lat"
"271","V1717","197349, г.Санкт-Петербург, Репищева улица, д. 17, к. 2, литера А",30.286007,60.025206
"272","V1717","197349, г.Санкт-Петербург, Репищева улица, д. 17, к. 2, литера А",30.286007,60.025206
"273","V1729","198099, г.Санкт-Петербург, улица Зои Космодемьянской, д. 31, литера А",30.259343,59.89268
"274","V1733","194362, Санкт-Петербург, поселок Парголово, проспект Энгельса, д. 162, литера Р",30.3485455,60.0702226
"275","V1745","г.Санкт-Петербург, Вербная улица, д. 11, литера А",30.2836631,60.0217574
"276","V1753","г.Санкт-Петербург, Гагаринская улица, д. 32, литера В",30.3433086,59.9434351
"277","V1786","г.Санкт-Петербург, Рыбацкий проспект, д. 2, литера А",30.496802,59.842482
"278","V1786","г.Санкт-Петербург, Рыбацкий проспект, д. 2, литера А",30.496802,59.842482
"279","V1793","Санкт-Петербург, город Сестрорецк, набережная реки Сестры, д. 14, литера А",29.9687112,60.0990364
"280","V1814","188512, Санкт-Петербург, город Ломоносов, улица Ломоносова, д. 17, литера А",29.771893,59.913223
"281","V1814","188512, Санкт-Петербург, город Ломоносов, улица Ломоносова, д. 17, литера А",29.771893,59.913223
"282","V1819","196233, г.Санкт-Петербург, проспект Космонавтов, д. 47, литера А",30.35183,59.850429
"283","V1821","195269, г.Санкт-Петербург, Светлановский проспект, д. 62, к. 4, литера А",30.3947,60.039186
"284","V1822","191167, г.Санкт-Петербург, Миргородская улица, д. 3, литера И",30.3782402,59.9215141
"285","V1844","198302, г.Санкт-Петербург, проспект Стачек, д. 89, к. 2, литер А",30.2514348,59.861077
"286","V1851","195009, г.Санкт-Петербург, улица Комсомола, д. 12, литера Ж",30.359736,59.95422
"287","V1854","Санкт-Петербург, посёлок Парголово, улица Михаила Дудина, д. 25, к. 3, литера А",30.3278209,60.0716697
"288","V1855","г.Санкт-Петербург, улица Турку, д. 28, к. 4, литера А",30.406289,59.869344
"289","V1855","г.Санкт-Петербург, улица Турку, д. 28, к. 4, литера А",30.406289,59.869344
"290","V1866","г.Санкт-Петербург, Садовая улица, д. 28-30, к. 35",30.3260837,59.9301082
"291","V1877","г.Санкт-Петербург, Старо-Калинкин мост",30.2782238,59.9151652
"292","V1881","198020, г.Санкт-Петербург, Нарвский проспект, д. 1/29, литера А",30.2753779,59.905988
"293","V1886","197110, г.Санкт-Петербург,   Петровская коса, д. 5, литера А",30.2487885,59.9627489
"294","V1899","198328, г.Санкт-Петербург, Петергофское шоссе, д. 27, литера А",30.1816946,59.8471253
"295","V1903","197760, Санкт-Петербург, город Кронштадт, проспект Ленина, д. 16, литера А",29.7665951,59.9969625
"296","V1910","г.Санкт-Петербург, Роменская улица, д. 12, литера А",30.3613491,59.9180874
"297","V1911","г.Санкт-Петербург, Ленинский проспект, д. 67, к. 3, литера А",30.1821105,59.8602889
"298","V1911","г.Санкт-Петербург, Ленинский проспект, д. 67, к. 3, литера А",30.1821105,59.8602889
"299","V1912","г.Санкт-Петербург, Пулковское шоссе, д. 41, литера ЗТ",30.2678391,59.8029127
"300","V1917","192286, г.Санкт-Петербург, Бухарестская улица, д. 61, литера А",30.3947194,59.8555353
"301","V1926","196620, Санкт-Петербург, город Павловск, Елизаветинская улица, д. 9-15, литер Б",30.433909,59.677238
"302","V1931","г.Санкт-Петербург, Белый остров, д. 1, литера В",30.215278,59.911389
"303","V1942","188512, Санкт-Петербург, город Ломоносов, Владимирская улица, д. 28, литера А",29.7692413,59.9071767
"304","V1947","193312, г.Санкт-Петербург, улица Коллонтай, д. 33, к. 2, литера А",30.4848081,59.9228307
"305","V1958","197341, г.Санкт-Петербург, аллея Поликарпова, д. 3, к. 2, литера А",30.2953276,60.0060039
"306","V1964","197373, г.Санкт-Петербург, проспект Авиаконструкторов, д. 17, к. 2, литера А",30.241462,60.01724
"307","V1965","197372, г.Санкт-Петербург, Стародеревенская улица, д. 20, к. 3, литера А",30.241029,60.000498
"308","V1984","193015, г.Санкт-Петербург, Шпалерная улица, д. 56, литера АК",30.3748867,59.9489322
"309","V1987","г.Санкт-Петербург, улица Адмирала Коновалова, д. 6, к. 1, литера А",30.1526432,59.8504524
"310","V2043","190068, г.Санкт-Петербург, Большая Подьяческая улица, д. 30, литер А",30.305459,59.921102
"311","V2047","197371, г.Санкт-Петербург, проспект Королева, д. 44, к. 4, литера А",30.249958,60.021145
"312","V2063","195257, г.Санкт-Петербург, улица Вавиловых, д. 4, к. 3, литера А",30.383899,60.018644
"313","V2065","192286, г.Санкт-Петербург, Будапештская улица, д. 66, к. 2, литера А",30.386404,59.851129
"314","V2070","193312, г.Санкт-Петербург, улица Коллонтай, д. 36, литер А",30.49518,59.92763
